# act = leakyrelu
# n_steps_inc = 5
# n_in = 8
# n_steps_0 = 10
# target_scheme = OneBandLongwave
# fac_pert_T = 2.0
# width = 32
# n_ic = 5
# n_traj = 10
# eta0 = 0.001
# julia = 1.10.10
# n_out = 16
# eta_decay = 0.5
# fac_pert_q = 0.2
# t_spinup = 31 days
# n_epochs = 5
# seed = 1234
# n_gap = 25
# created = 2026-07-11T00:16:10.141
# scheme = NeuralLinearLW
# n_hidden = 2
ic,traj,epoch,n_steps,loss,eta,pnorm,gnorm,rmse_T,bias_T
1,1,1,10,0.3336862,0.001,7.1157937,0.52408683,0.5776558,-0.44942066
1,1,2,10,0.32338592,0.001,7.111006,0.51907504,0.56867033,-0.44181785
1,1,3,10,0.31259,0.001,7.1065593,0.51169705,0.55909747,-0.4339383
1,1,4,10,0.3021439,0.001,7.10246,0.5062609,0.5496762,-0.42612368
1,1,5,10,0.29169217,0.001,7.0987,0.50279236,0.5400853,-0.41813424
1,2,1,10,0.27782857,0.001,7.095335,0.49107194,0.5270945,-0.4094044
1,2,2,10,0.2675752,0.001,7.092372,0.48711252,0.5172767,-0.40119132
1,2,3,10,0.25779775,0.001,7.089793,0.46470413,0.5077379,-0.39305
1,2,4,10,0.24824236,0.001,7.0875745,0.45274574,0.49823925,-0.38479483
1,2,5,10,0.23890424,0.001,7.0856957,0.44849652,0.48877832,-0.37645656
1,3,1,10,0.22810982,0.001,7.084128,0.43963918,0.47760844,-0.3669314
1,3,2,10,0.2191633,0.001,7.08285,0.43768004,0.4681488,-0.3582996
1,3,3,10,0.21002324,0.001,7.0818605,0.43628207,0.45828292,-0.34928122
1,3,4,10,0.20085828,0.001,7.081164,0.43472132,0.44817215,-0.3400179
1,3,5,10,0.19176148,0.001,7.0807824,0.43304554,0.4379058,-0.33053458
1,4,1,10,0.18105301,0.001,7.080714,0.42654628,0.42550325,-0.31949455
1,4,2,10,0.17186134,0.001,7.080994,0.42440826,0.41456163,-0.30931956
1,4,3,10,0.16272661,0.001,7.08165,0.42203668,0.40339386,-0.29886717
1,4,4,10,0.15358046,0.001,7.0827065,0.4196941,0.39189342,-0.2880093
1,4,5,10,0.14427927,0.001,7.084179,0.41708404,0.37984112,-0.27655137
1,5,1,10,0.1351965,0.001,7.086061,0.41480005,0.36769077,-0.26478785
1,5,2,10,0.12589082,0.001,7.0883727,0.4136823,0.35481095,-0.25245675
1,5,3,10,0.116602235,0.001,7.0910993,0.40909246,0.3414707,-0.23950934
1,5,4,10,0.10724193,0.001,7.094214,0.4007795,0.32747814,-0.2259086
1,5,5,10,0.09802176,0.001,7.097685,0.39012846,0.31308427,-0.211801
1,6,1,10,0.08958638,0.001,7.10147,0.37564173,0.29930982,-0.19704817
