# patience = 5
# n_steps_inc = 2
# n_in = 8
# target_scheme = OneBandLongwave
# n_ic = 5
# n_out = 16
# eta_decay = 0.7
# t_spinup = 31 days
# created = 2026-07-08T20:51:10.778
# min_delta = 0.0001
# scheme = NeuralLinearLW
# n_hidden = 2
# act = leakyrelu
# n_steps_0 = 10
# fac_pert_T = 2.0
# width = 32
# n_traj = 10
# eta0 = 0.001
# julia = 1.10.10
# fac_pert_q = 0.2
# n_epochs = 10
# seed = 1234
# n_gap = 25
ic,traj,epoch,n_steps,loss,eta,pnorm,gnorm,rmse_T,bias_T
1,1,1,10,0.29853708,0.001,7.0497193,0.45242128,0.54638547,-0.41230744
1,1,2,10,0.2901511,0.001,7.051457,0.45979646,0.5386568,-0.40556398
1,1,3,10,0.2812969,0.001,7.0537906,0.46277043,0.5303743,-0.39831594
1,1,4,10,0.27244985,0.001,7.0567575,0.46339935,0.5219673,-0.3908697
1,1,5,10,0.263529,0.001,7.0602765,0.46424925,0.5133508,-0.3831767
1,1,6,10,0.25456187,0.001,7.06431,0.46589306,0.5045413,-0.3752194
1,1,7,10,0.24557377,0.001,7.0688405,0.4674094,0.495554,-0.36698663
1,1,8,10,0.23628661,0.001,7.073849,0.46732375,0.48609322,-0.35828057
1,1,9,10,0.22699541,0.001,7.0793085,0.46647638,0.47644034,-0.34925687
1,1,10,10,0.2177193,0.001,7.0851836,0.46370345,0.46660402,-0.33993822
1,2,1,10,0.20578367,0.001,7.091472,0.4529929,0.45363384,-0.33035448
1,2,2,10,0.19669165,0.001,7.098171,0.44777587,0.44349933,-0.3205981
1,2,3,10,0.1874441,0.001,7.1052737,0.44269982,0.43294814,-0.3103943
1,2,4,10,0.17833343,0.001,7.1127753,0.4377567,0.42229542,-0.2998134
1,2,5,10,0.16935472,0.001,7.120677,0.43253013,0.4115273,-0.28901267
1,2,6,10,0.16019912,0.001,7.1289773,0.42672488,0.40024883,-0.27755603
1,2,7,10,0.15139069,0.001,7.137668,0.4206864,0.38908955,-0.26585865
1,2,8,10,0.14240645,0.001,7.146729,0.4139599,0.3773678,-0.25351837
1,2,9,10,0.13350771,0.001,7.156133,0.406298,0.36538708,-0.24067828
1,2,10,10,0.1248195,0.001,7.1658535,0.39701754,0.35329804,-0.22743346
1,3,1,10,0.115782864,0.001,7.175856,0.37957478,0.34026882,-0.21344455
1,3,2,10,0.10762784,0.001,7.1861124,0.365947,0.32806683,-0.19937165
1,3,3,10,0.099786,0.001,7.196588,0.35047495,0.3158892,-0.18486682
1,3,4,10,0.092285,0.001,7.207226,0.33373344,0.30378446,-0.1700777
1,3,5,10,0.08533482,0.001,7.2179537,0.31630012,0.29212123,-0.15509787
1,3,6,10,0.07866149,0.001,7.228685,0.2975955,0.28046656,-0.13993041
1,3,7,10,0.07251938,0.001,7.2393427,0.2782546,0.26929423,-0.12469598
1,3,8,10,0.06685071,0.001,7.249854,0.2586635,0.25855502,-0.10945296
1,3,9,10,0.061795082,0.001,7.260145,0.23913921,0.24858616,-0.094470814
1,3,10,10,0.05702219,0.001,7.2701507,0.21961212,0.2387932,-0.07973111
