# act = leakyrelu
# n_steps_inc = 5
# n_in = 8
# n_steps_0 = 20
# target_scheme = OneBandLongwave
# fac_pert_T = 2.0
# width = 32
# n_ic = 5
# n_traj = 10
# eta0 = 0.001
# julia = 1.10.10
# n_out = 16
# eta_decay = 0.5
# fac_pert_q = 0.2
# t_spinup = 31 days
# n_epochs = 5
# seed = 1234
# n_gap = 25
# created = 2026-07-11T00:16:39.356
# scheme = NeuralLinearLW
# n_hidden = 2
ic,traj,epoch,n_steps,loss,eta,pnorm,gnorm,rmse_T,bias_T
1,1,1,20,0.9669581,0.001,6.892822,1.2314329,0.98334026,-0.77169055
1,1,2,20,0.9471093,0.001,6.889109,1.2100488,0.9731954,-0.7630645
1,1,3,20,0.92715025,0.001,6.885997,1.203195,0.9628864,-0.75410384
1,1,4,20,0.90767777,0.001,6.8835273,1.1965811,0.95272124,-0.7452619
1,1,5,20,0.88849247,0.001,6.88164,1.191444,0.94259876,-0.7364221
1,2,1,20,0.78853124,0.001,6.88043,1.1033415,0.8879928,-0.69240546
1,2,2,20,0.7709638,0.001,6.8798094,1.0786809,0.87804544,-0.6833547
1,2,3,20,0.7532933,0.001,6.879726,1.0751731,0.8679247,-0.6740734
1,2,4,20,0.7352797,0.001,6.880198,1.0722628,0.8574845,-0.66454786
1,2,5,20,0.71725726,0.001,6.8812804,1.0790497,0.8469104,-0.6548008
1,3,1,20,0.6808706,0.001,6.8828816,1.0361243,0.8251488,-0.6304165
1,3,2,20,0.6635272,0.001,6.884979,1.0426168,0.8145718,-0.62026536
1,3,3,20,0.6456841,0.001,6.887554,1.0368046,0.8035447,-0.60966396
1,3,4,20,0.62833565,0.001,6.890585,1.017619,0.79267627,-0.5990017
1,3,5,20,0.61086893,0.001,6.8940487,1.0207348,0.78158104,-0.5880031
1,4,1,20,0.6184474,0.001,6.898008,1.1319138,0.78641427,-0.598494
1,4,2,20,0.5991021,0.001,6.9014945,1.1534128,0.77401686,-0.58651817
1,4,3,20,0.58022517,0.001,6.905564,1.1319598,0.7617251,-0.5748079
1,4,4,20,0.5611553,0.001,6.9101577,1.1426157,0.749103,-0.56258696
1,4,5,20,0.5410761,0.001,6.915223,1.0872277,0.7355788,-0.54943264
1,5,1,20,0.5477553,0.001,6.92078,1.1373127,0.7401049,-0.55180514
1,5,2,20,0.5258017,0.001,6.926825,1.1386131,0.72512186,-0.5371256
1,5,3,20,0.5032534,0.001,6.9333243,1.1212819,0.7094036,-0.52153784
1,5,4,20,0.48019537,0.001,6.940139,1.0569077,0.69296134,-0.50514793
1,5,5,20,0.45670152,0.001,6.947427,1.1147186,0.6757969,-0.48787728
1,6,1,20,0.40434122,0.001,6.9551516,1.054887,0.6358783,-0.4457834
1,6,2,20,0.38225684,0.001,6.963282,1.0295857,0.6182692,-0.42684186
1,6,3,20,0.35996228,0.001,6.9717236,0.9989073,0.59996855,-0.40698388
1,6,4,20,0.3382979,0.001,6.980417,0.9749652,0.5816338,-0.3865026
1,6,5,20,0.31698915,0.001,6.9892855,0.9429218,0.5630179,-0.36513957
1,7,1,20,0.27869302,0.001,6.997657,0.7458408,0.5279138,-0.33019647
1,7,2,20,0.26035106,0.001,7.0061073,0.8133296,0.5102461,-0.30820897
1,7,3,20,0.24278525,0.001,7.0146036,0.7854069,0.49273244,-0.28557876
1,7,4,20,0.22609666,0.001,7.023054,0.7450969,0.47549623,-0.26236835
1,7,5,20,0.21139336,0.001,7.031424,0.7160904,0.45977533,-0.23868522
1,8,1,20,0.20848009,0.001,7.039728,0.72710425,0.4565962,-0.23571119
1,8,2,20,0.1928371,0.001,7.0479403,0.6879287,0.4391322,-0.21149263
1,8,3,20,0.17881119,0.001,7.0558953,0.62053543,0.4228607,-0.1869284
1,8,4,20,0.16589038,0.001,7.0635266,0.5680862,0.40729642,-0.16227001
1,8,5,20,0.15427208,0.001,7.070738,0.51410705,0.39277485,-0.13768217
1,9,1,20,0.1508537,0.001,7.07754,0.50997055,0.3883989,-0.13219473
1,9,2,20,0.1408287,0.001,7.0838723,0.457897,0.3752715,-0.109164275
1,9,3,20,0.13211781,0.001,7.089671,0.40941885,0.36348012,-0.086923
1,9,4,20,0.1260722,0.001,7.094874,0.36726475,0.35506648,-0.06574558
1,9,5,20,0.11911967,0.001,7.0994244,0.33449155,0.34513718,-0.046165794
1,10,1,20,0.12094541,0.001,7.1030364,0.32339382,0.34777206,-0.0076262006
1,10,2,20,0.11768177,0.001,7.105635,0.3348612,0.34304777,0.008733975
1,10,3,20,0.11572637,0.001,7.1073422,0.32229817,0.3401858,0.02214515
1,10,4,20,0.11332755,0.001,7.1080728,0.34769985,0.33664158,0.033299606
1,10,5,20,0.11089529,0.001,7.1078434,0.3580639,0.33300945,0.041475017
2,1,1,25,0.13207673,0.0005,7.106955,0.69644606,0.36342362,0.08628073
2,1,2,25,0.13154225,0.0005,7.105154,0.77249736,0.36268753,0.08729712
2,1,3,25,0.12984553,0.0005,7.1029572,0.6476036,0.36034086,0.08492463
2,1,4,25,0.12758455,0.0005,7.1004343,0.6325162,0.3571898,0.080759995
