ic,traj,n_steps,loss,eta,pnorm,gnorm,rmse_T,bias_T,rmse_olw,bias_olw,rmse_slwd,bias_slwd
3,21,9,0.19131438,0.049,0.6476266,1.5840261,0.37549105,-0.021591095,14.29026,2.8153107,18.862686,-3.012522
3,22,9,0.20590705,0.049,0.6476266,1.1034317,0.395489,-0.004504705,14.9349,2.2423599,19.37163,-2.600132
3,23,9,0.20052186,0.049,0.6476266,1.2305442,0.37416366,-0.020194164,14.892272,2.519598,19.31673,-3.1435127
3,24,9,0.20110446,0.049,0.6476266,1.5260774,0.38067183,-0.016285203,14.888055,2.8546646,19.321568,-2.8068066
3,25,9,0.21250767,0.049,0.6662759,0.54870147,0.37852004,-0.020631304,15.162176,1.3323812,20.04734,-4.383724
3,26,9,0.19217059,0.049,0.6662759,0.91522706,0.35971633,-0.039355412,14.273621,1.8723183,19.643198,-4.782046
3,27,9,0.20083636,0.049,0.6662759,0.9838912,0.36971405,-0.026057702,14.572521,1.9553986,19.889383,-4.421713
3,28,9,0.21137232,0.049,0.6662759,0.6656567,0.3773378,-0.022569155,15.022317,1.4804684,20.12504,-4.371429
3,29,9,0.19660133,0.049,0.69157124,1.5333192,0.40995815,0.015852958,14.338806,-1.1391438,19.803873,-2.1294427
3,30,9,0.21040247,0.049,0.69157124,1.7788882,0.43271166,0.029635308,14.901294,-1.432509,19.881506,-1.7836257
3,31,9,0.21190353,0.049,0.69157124,2.075417,0.42852527,0.028169662,15.00889,-1.7689435,19.706884,-1.9596831
3,32,9,0.19578329,0.049,0.69157124,1.3637127,0.41155937,0.017441534,14.326412,-0.9015685,19.664732,-2.0148482
3,33,9,0.20583716,0.049,0.71504635,0.7312277,0.51484203,0.10591033,14.658183,-0.06045794,19.986546,1.6789261
3,34,9,0.20118822,0.049,0.71504635,0.7858338,0.50601953,0.0964723,14.470892,-0.14969844,19.897308,1.344837
3,35,9,0.19815552,0.049,0.71504635,0.42496863,0.50452334,0.09651667,14.311323,0.33688447,20.003862,1.4580737
3,36,9,0.20915166,0.049,0.71504635,1.0351422,0.51567453,0.10881408,14.706319,-0.5097323,20.23503,1.7907792
3,37,9,0.20088425,0.049,0.7368289,2.532324,0.55766267,0.12314029,14.494937,3.9850323,19.977173,3.0029633
3,38,9,0.21359263,0.049,0.7368289,2.74386,0.5594399,0.13260683,15.04962,4.3025126,20.378014,3.1805632
3,39,9,0.22440332,0.049,0.7368289,2.364953,0.5779587,0.14273936,15.513156,3.8888416,20.9066,3.2176425
3,40,9,0.21259132,0.049,0.7368289,2.8789258,0.5519194,0.12440086,15.126954,4.542406,20.962969,2.936572
3,41,9,0.2175139,0.049,0.75973874,2.4642434,0.5823236,0.13256411,15.337256,4.0204043,20.858465,3.2157362
3,42,9,0.22346157,0.049,0.75973874,2.1177108,0.5939985,0.13565548,15.564955,3.590509,20.917496,3.1363707
3,43,9,0.21145907,0.049,0.75973874,2.5571153,0.57612586,0.12018673,14.947614,4.0233655,21.15558,3.2669194
3,44,9,0.21674371,0.049,0.75973874,1.9899286,0.59344,0.13535026,14.997391,3.262069,21.676243,3.6611342
3,45,9,0.21084027,0.049,0.7833677,1.9413372,0.5801706,0.08789029,14.582678,-1.7640746,21.786594,2.290139
3,46,9,0.20140219,0.049,0.7833677,1.4191579,0.57384765,0.08323238,14.148102,-1.139633,21.844393,2.5680618
3,47,9,0.2157466,0.049,0.7833677,1.7716061,0.590136,0.098947,14.756773,-1.5540562,21.76667,2.7077487
3,48,9,0.20403948,0.049,0.7833677,1.5173414,0.5820443,0.08355839,14.405962,-1.2128342,20.562674,2.049087
3,49,9,0.20346548,0.049,0.8022165,1.2921424,0.5397502,0.03457056,14.499518,-0.94012666,20.123299,-0.48704743
3,50,9,0.21953046,0.049,0.8022165,1.7839347,0.5449043,0.04206401,15.219777,-1.5059272,20.343605,-0.57933617
3,51,9,0.20981154,0.049,0.8022165,1.406161,0.5272887,0.025603112,14.778935,-1.0593119,20.464943,-0.8291862
3,52,9,0.21479702,0.049,0.8022165,1.6019428,0.5377201,0.037267648,14.8905115,-1.3283516,20.901152,-0.53358907
3,53,9,0.21734203,0.049,0.81747746,1.3978916,0.5161394,0.00015647002,15.01588,2.4910626,21.309483,-2.3271224
3,54,9,0.21176238,0.049,0.81747746,2.0125403,0.494398,-0.016037874,14.751428,3.2187507,21.202936,-2.566202
3,55,9,0.22411808,0.049,0.81747746,1.7050271,0.5102404,0.00037053617,15.293704,2.894946,21.068321,-2.3837523
3,56,9,0.21724626,0.049,0.81747746,1.7008369,0.5063484,-0.0049786232,14.924958,2.8307476,21.343676,-2.3153486
3,57,9,0.20543103,0.049,0.834692,1.8476111,0.4909447,-0.05027168,14.328457,2.9228737,21.739805,-2.7123978
3,58,9,0.21711496,0.049,0.834692,1.3967959,0.5056136,-0.030047003,14.727662,2.3605008,22.332876,-2.3135583
3,59,9,0.21253452,0.049,0.834692,1.3765832,0.49933246,-0.044320453,14.479061,2.3264892,22.672209,-2.4494305
3,60,9,0.20866427,0.049,0.834692,1.4591951,0.4928773,-0.044616748,14.475916,2.451452,21.867197,-2.4169185
3,61,9,0.21981905,0.049,0.8519907,2.456467,0.5245952,-0.04525401,14.951273,-2.5693276,21.33905,-1.6278554
