ic,traj,n_steps,loss,eta,pnorm,gnorm,rmse_T,bias_T,rmse_olw,bias_olw,rmse_slwd,bias_slwd
3,62,9,0.20577365,0.049,0.8519907,2.1127923,0.51873565,-0.0673891,14.398805,-2.1539762,21.226093,-1.9353853
3,63,9,0.21416591,0.049,0.8519907,1.9903463,0.5148231,-0.055982657,14.833885,-1.8869201,21.34812,-1.8651596
3,64,9,0.23137863,0.049,0.8519907,2.2019124,0.5245962,-0.05305979,15.60214,-2.046223,21.45624,-1.9624276
3,65,9,0.21443874,0.049,0.863712,1.4310062,0.5318298,-0.059445765,14.843084,-1.1920413,21.385744,-0.38306344
3,66,9,0.22131877,0.049,0.863712,1.6927761,0.53949136,-0.04469427,15.156591,-1.4831358,20.786673,-0.45054734
3,67,9,0.21889225,0.049,0.863712,1.8640399,0.54276955,-0.045849323,15.126044,-1.7157158,20.19027,-0.63711685
3,68,9,0.20510115,0.049,0.863712,1.3841261,0.5273615,-0.060383644,14.470918,-1.2222729,20.312582,-0.62193394
3,69,9,0.21152113,0.049,0.8713986,1.8214304,0.5489342,-0.018408708,14.693041,2.8774688,20.938877,1.5394068
3,70,9,0.20579857,0.049,0.8713986,1.92896,0.5463807,-0.026636364,14.436306,3.0119998,21.298967,1.50532
3,71,9,0.2101374,0.049,0.8713986,2.2278094,0.5352273,-0.032247327,14.661937,3.4334352,21.79099,1.6963421
3,72,9,0.2255141,0.049,0.8713986,1.7613164,0.5521311,-0.01519574,15.256702,2.8455467,22.494652,2.0896413
3,73,9,0.2161844,0.049,0.8810167,1.8042204,0.5293881,-0.039906234,14.8675995,2.9238474,22.340157,2.199344
3,74,9,0.21393868,0.049,0.8810167,1.8184909,0.52393186,-0.034735102,14.701571,2.9160094,22.11488,2.3445396
3,75,9,0.21945089,0.049,0.8810167,1.2873548,0.545048,-0.022960065,14.849527,2.223094,22.49897,2.6302207
3,76,9,0.21159592,0.049,0.8810167,1.6482949,0.52806085,-0.042138737,14.5939045,2.6525724,22.243256,2.3154762
3,77,9,0.21848127,0.049,0.89162356,1.9960251,0.48530552,-0.06708556,14.968521,-1.9812474,21.649343,0.81463253
3,78,9,0.21751174,0.049,0.89162356,2.340306,0.4966477,-0.061834056,15.112012,-2.2891164,20.841305,0.49424326
3,79,9,0.19851696,0.049,0.89162356,1.7849739,0.48415476,-0.07808739,14.379422,-1.6632776,19.88038,0.11844365
3,80,9,0.21229616,0.049,0.89162356,2.2698011,0.48868033,-0.062415216,14.958317,-2.265579,20.364765,0.5058199
4,1,11,0.20141202,0.0343,0.8989417,4.3495045,0.5312212,-0.111482956,14.583645,-4.6719255,20.700008,-1.3055693
4,2,11,0.19812736,0.0343,0.8989417,3.9734576,0.5181317,-0.106476136,14.497014,-4.1979575,20.714523,-1.3357798
4,3,11,0.22193512,0.0343,0.8989417,4.4379554,0.5391971,-0.09147172,15.454936,-4.7023344,20.859255,-1.2450887
4,4,11,0.2162872,0.0343,0.8989417,4.1437373,0.52648336,-0.10416303,15.272169,-4.3037744,20.646914,-1.6674838
4,5,11,0.18314031,0.0343,0.9023699,1.06151,0.47201827,-0.10463184,13.935096,-0.34888527,20.69292,-2.7046785
4,6,11,0.19526774,0.0343,0.9023699,1.3819318,0.49429026,-0.08489634,14.3462105,-0.7999138,20.778698,-2.2246385
4,7,11,0.19908404,0.0343,0.9023699,1.5317076,0.4889786,-0.08835115,14.6870575,-0.9546999,20.230112,-2.3514993
4,8,11,0.18563052,0.0343,0.9023699,1.1481538,0.4756072,-0.10636646,14.277256,-0.42656916,19.793104,-2.4661226
4,9,11,0.19889735,0.0343,0.9075279,3.081692,0.47586223,-0.028180137,15.16241,5.0747933,19.60073,-2.0834825
4,10,11,0.19959207,0.0343,0.9075279,2.808221,0.47138458,-0.026736138,15.167004,4.704984,19.389757,-2.1914515
4,11,11,0.18854223,0.0343,0.9075279,3.2762444,0.45552438,-0.044949595,14.670296,5.2521024,19.178776,-2.3652527
4,12,11,0.18827608,0.0343,0.9075279,3.510779,0.45987168,-0.03606281,14.56704,5.5159507,19.33971,-2.222947
4,13,11,0.21133775,0.0343,0.91601425,4.8632035,0.4834577,0.031811744,15.646321,7.3178706,19.271439,-1.8935026
4,14,11,0.20150115,0.0343,0.91601425,5.0966706,0.46148586,0.014522331,15.307831,7.5787983,18.5441,-2.2317965
4,15,11,0.19719738,0.0343,0.91601425,5.510284,0.4605512,0.016397553,15.125601,8.058488,18.160238,-2.188996
4,16,11,0.19569795,0.0343,0.91601425,5.162308,0.47315267,0.032042157,15.092957,7.596418,17.796926,-2.0071406
4,17,11,0.18087171,0.0343,0.9256007,4.266393,0.49212974,0.06408557,14.510603,6.430664,17.270575,-2.0811458
4,18,11,0.18042552,0.0343,0.9256007,4.6435804,0.47982195,0.056372546,14.510057,6.8940997,17.03416,-2.0081887
4,19,11,0.18145965,0.0343,0.9256007,4.419406,0.49823186,0.07190572,14.49935,6.568353,16.778727,-1.6395428
4,20,11,0.17945614,0.0343,0.9256007,4.306164,0.4953369,0.0654778,14.376036,6.375235,16.361935,-1.7049423
4,21,11,0.14789714,0.0343,0.93561375,1.8407375,0.51621723,0.086025335,12.742406,3.0593176,16.007116,-1.2781672
4,22,11,0.15053971,0.0343,0.93561375,1.720082,0.5308513,0.09893785,12.821031,2.88131,16.100084,-0.9870243
4,23,11,0.15599084,0.0343,0.93561375,1.4150622,0.5324051,0.09952487,13.073075,2.446628,15.731193,-0.95818275
4,24,11,0.14193287,0.0343,0.93561375,1.6667619,0.5189516,0.08817946,12.426501,2.7277074,15.211658,-1.0752397
4,25,11,0.14825107,0.0343,0.9467903,2.8969347,0.5653772,0.1163182,12.64293,-3.212416,15.155873,-0.33565605
4,26,11,0.16564672,0.0343,0.9467903,3.2431102,0.57932764,0.1251309,13.525653,-3.5602045,15.221708,-0.29968354
4,27,11,0.16052872,0.0343,0.9467903,3.1241264,0.56286323,0.114662535,13.374486,-3.3891146,14.884275,-0.5498012
4,28,11,0.15281004,0.0343,0.9467903,2.6130297,0.55911696,0.110171475,13.012609,-2.748151,15.017527,-0.52998245
4,29,11,0.1904664,0.0343,0.9563115,4.995875,0.61637473,0.14852783,14.58171,-5.83792,15.256574,0.20263934
4,30,11,0.19178341,0.0343,0.9563115,4.971475,0.60411304,0.14005706,14.744812,-5.7678814,15.19566,-0.11753414
4,31,11,0.17313989,0.0343,0.9563115,4.292146,0.5931389,0.13362303,14.079961,-4.885256,15.267006,-0.006357212
4,32,11,0.18529606,0.0343,0.9563115,4.660891,0.6064236,0.1474312,14.497998,-5.3966503,15.361931,0.16094539
4,33,11,0.19392164,0.0343,0.963925,4.599437,0.6496753,0.17512159,14.810795,-5.23528,15.240912,0.68311685
4,34,11,0.17340223,0.0343,0.963925,4.1268206,0.6300962,0.16475843,13.936149,-4.772678,14.75158,0.73509353
4,35,11,0.17699364,0.0343,0.963925,3.9966278,0.64026904,0.17562862,14.129205,-4.5086246,15.322864,0.7503536
4,36,11,0.19590998,0.0343,0.963925,4.4583087,0.6496141,0.17935807,14.953629,-4.9728227,15.757726,0.4842833
4,37,11,0.1567396,0.0343,0.9697893,1.6481987,0.6729084,0.19994755,13.259613,-1.3703312,15.169892,0.6149528
4,38,11,0.15189135,0.0343,0.9697893,1.363143,0.66874987,0.2025266,13.233793,-0.9380194,15.760755,0.46657154
4,39,11,0.1647524,0.0343,0.9697893,1.7022084,0.69202954,0.21612981,13.776589,-1.3364444,16.280186,0.5729694
4,40,11,0.15947588,0.0343,0.9697893,1.730847,0.67792976,0.2067729,13.453759,-1.4444039,15.773973,0.49827513
4,41,11,0.15767084,0.0343,0.97289085,3.3912802,0.6756833,0.2122854,13.507957,5.109117,15.7367935,0.57530844
4,42,11,0.16384871,0.0343,0.97289085,3.1641886,0.69255644,0.22631118,13.763834,4.8521986,15.940599,0.81074095
4,43,11,0.16716,0.0343,0.97289085,3.001384,0.6906591,0.22330526,13.881745,4.654815,15.670865,0.5379725
4,44,11,0.16302167,0.0343,0.97289085,3.5106332,0.663687,0.20969437,13.582076,5.225671,15.712295,0.28653094
4,45,11,0.19253263,0.0343,0.9757551,5.419427,0.6765109,0.21563694,14.889619,7.6939635,15.71816,0.2132738
4,46,11,0.19635043,0.0343,0.9757551,5.0680656,0.6921503,0.21632503,15.042466,7.281648,15.7788105,0.21969296
4,47,11,0.18454888,0.0343,0.9757551,5.4375334,0.66709816,0.19985883,14.533383,7.7353415,15.601055,-0.16907385
4,48,11,0.1839657,0.0343,0.9757551,5.563063,0.66882426,0.2076493,14.463206,7.8880973,15.756467,-0.01918261
4,49,11,0.17872804,0.0343,0.9791025,4.593864,0.682388,0.19017635,14.225926,6.6550484,15.9215355,-0.03038626
4,50,11,0.17703682,0.0343,0.9791025,4.802832,0.6695017,0.17656946,14.221748,6.9510374,15.972223,-0.30472696
4,51,11,0.17494643,0.0343,0.9791025,5.298234,0.65502095,0.17664818,14.117602,7.529727,15.910212,-0.04704778
4,52,11,0.17513123,0.0343,0.9791025,4.780554,0.687623,0.19484575,13.993119,6.848675,16.464867,0.42500383
4,53,11,0.15243101,0.0343,0.983855,1.8281999,0.6832612,0.15552941,12.9126425,3.0306206,16.615768,-0.17494957
4,54,11,0.15361044,0.0343,0.983855,2.3497784,0.65697813,0.14265306,13.198236,3.803417,16.988522,-0.42029178
4,55,11,0.16649002,0.0343,0.983855,2.2551446,0.670257,0.16107781,13.768593,3.7572045,17.678646,-0.3073453
4,56,11,0.1739901,0.0343,0.983855,2.1531372,0.6793453,0.15953164,14.096891,3.6833599,17.714615,-0.6593596
4,57,11,0.15651537,0.0343,0.99120015,2.0623195,0.6745027,0.10523682,13.082999,-1.9193604,17.403732,-0.89837295
4,58,11,0.15751532,0.0343,0.99120015,2.0117738,0.6780922,0.12206104,13.05149,-1.9047685,17.523678,-0.6313136
4,59,11,0.16601668,0.0343,0.99120015,2.5769298,0.7098305,0.13428763,13.316781,-2.622711,17.399252,-0.5269275
4,60,11,0.15731977,0.0343,0.99120015,2.2653112,0.67689633,0.11155139,12.956463,-2.1836534,17.300352,-1.1544985
4,61,11,0.17006594,0.0343,0.9982182,3.8244252,0.69739765,0.100757524,13.489554,-4.2248406,18.044056,-0.8768987
4,62,11,0.18798397,0.0343,0.9982182,4.3444853,0.7118721,0.11503611,14.286409,-4.8407764,18.642204,-0.7693973
4,63,11,0.18874949,0.0343,0.9982182,4.437967,0.71619266,0.10394379,14.305803,-4.929625,18.660873,-0.9303148
4,64,11,0.17660102,0.0343,0.9982182,3.8283842,0.69371027,0.09868828,13.712824,-4.2616267,18.730194,-0.83123314
4,65,11,0.18403444,0.0343,1.0036136,3.617727,0.7385822,0.11280622,13.953341,-3.9588525,18.822498,-0.22655988
4,66,11,0.18795098,0.0343,1.0036136,3.7879508,0.74876213,0.10420024,14.047962,-4.1969514,19.013037,-0.35642266
4,67,11,0.17199388,0.0343,1.0036136,3.2992468,0.7205754,0.083590314,13.276299,-3.643026,19.028074,-0.373779
4,68,11,0.18019512,0.0343,1.0036136,3.3475358,0.7240086,0.0969705,13.601695,-3.698161,18.963478,-0.42022845
4,69,11,0.1778642,0.0343,1.0073181,1.0304672,0.76606417,0.102144375,13.450223,-0.58903825,19.271616,-0.27638832
4,70,11,0.1590712,0.0343,1.0073181,0.7824643,0.75171447,0.08025372,12.67954,-0.28038642,18.375366,-0.66957325
4,71,11,0.15574512,0.0343,1.0073181,0.67579854,0.75346905,0.0948908,12.490621,-0.13974339,18.23318,-0.4084491
4,72,11,0.16967869,0.0343,1.0073181,1.0719138,0.7828624,0.114016525,12.967421,-0.7324861,18.878288,0.11853274
4,73,11,0.17878072,0.0343,1.0099174,3.5082176,0.73548555,0.06768029,13.580159,5.168024,19.112415,-0.15492295
4,74,11,0.17073072,0.0343,1.0099174,3.790623,0.72723204,0.06466595,13.218505,5.517401,19.05475,-0.084730975
4,75,11,0.17991975,0.0343,1.0099174,3.5123374,0.75255215,0.09210192,13.481753,5.156866,19.337067,0.1593611
4,76,11,0.17905532,0.0343,1.0099174,3.455704,0.75006706,0.07504181,13.41432,5.072399,19.21621,-0.17591396
4,77,11,0.19259524,0.0343,1.0143021,5.6228714,0.69914037,0.03147238,14.148806,7.873032,18.895613,-0.80134195
4,78,11,0.19486552,0.0343,1.0143021,5.3977976,0.7157303,0.052260738,14.21213,7.58057,18.81887,-0.5983981
4,79,11,0.19597788,0.0343,1.0143021,5.0988164,0.72101295,0.04675742,14.221015,7.146905,18.816587,-0.59425074
4,80,11,0.18977237,0.0343,1.0143021,5.4353,0.6921362,0.022819933,13.918114,7.523065,18.979555,-0.60733277
5,1,13,0.16465595,0.024009999,1.0198951,2.0137236,0.7923849,-0.039344266,13.007492,3.4187863,19.734398,0.30563417
5,2,13,0.15567088,0.024009999,1.0198951,2.4254155,0.7745435,-0.0406832,12.504998,3.8700795,19.647095,0.30362847
5,3,13,0.16196537,0.024009999,1.0198951,2.238823,0.7918157,-0.015707055,12.80261,3.6525738,19.682165,0.7467642
5,4,13,0.1713934,0.024009999,1.0198951,2.1637685,0.8025101,-0.012063768,13.367525,3.6022866,19.528511,0.6715983
5,5,13,0.16363496,0.024009999,1.0247179,0.39775,0.7356485,-0.07960985,13.208186,1.4112296,19.5379,-1.3155823
5,6,13,0.16039026,0.024009999,1.0247179,0.73982704,0.7241099,-0.08973289,13.017581,1.868894,19.994184,-1.5064973
5,7,13,0.17174023,0.024009999,1.0247179,0.6713743,0.74561685,-0.059930068,13.412955,1.7878977,20.251757,-0.90853065
5,8,13,0.17941993,0.024009999,1.0247179,0.52122563,0.7540501,-0.05201361,13.946008,1.6736771,20.631163,-0.8674853
5,9,13,0.17899522,0.024009999,1.030017,2.0661368,0.66303027,-0.101677544,13.828097,-1.6064262,20.555414,-2.9841843
5,10,13,0.17461842,0.024009999,1.030017,1.7026421,0.6569127,-0.11289002,13.704733,-1.1643403,20.419325,-3.0220954
5,11,13,0.18787685,0.024009999,1.030017,1.969913,0.6589919,-0.08832105,14.388177,-1.4152654,20.803547,-2.9881763
5,12,13,0.20324212,0.024009999,1.030017,2.2925758,0.67212516,-0.08802006,15.045673,-1.7370447,20.966736,-3.0680833
5,13,13,0.20417564,0.024009999,1.034228,2.9488075,0.6056415,-0.08854684,15.1916065,-2.5838857,20.787504,-4.238703
5,14,13,0.19025058,0.024009999,1.034228,2.512563,0.5914631,-0.09848545,14.628368,-2.0546772,20.828001,-4.3620696
5,15,13,0.19615155,0.024009999,1.034228,2.6579227,0.6102916,-0.083487585,14.78411,-2.296968,21.134554,-4.1001916
5,16,13,0.20994955,0.024009999,1.034228,2.94817,0.61036897,-0.07807974,15.468306,-2.6110914,21.30076,-4.0458655
5,17,13,0.20029663,0.024009999,1.0383531,1.9072363,0.5781565,-0.044555712,15.225069,-1.2250118,21.283556,-4.0022554
5,18,13,0.19240437,0.024009999,1.0383531,1.6095394,0.5681283,-0.04656466,14.912017,-0.87637544,21.43304,-4.048921
5,19,13,0.20090047,0.024009999,1.0383531,1.6804911,0.57792825,-0.033517327,15.381805,-0.90813947,21.459917,-3.848088
5,20,13,0.21317363,0.024009999,1.0383531,1.8855848,0.59681994,-0.030343855,15.925084,-1.1478803,21.386005,-4.0261393
5,21,13,0.1997227,0.024009999,1.0428327,0.67171234,0.6038672,0.044445634,15.63704,2.0933883,21.061071,-3.269235
5,22,13,0.19452193,0.024009999,1.0428327,0.91147363,0.5962298,0.04260732,15.44225,2.41993,21.326618,-3.1497579
5,23,13,0.20981883,0.024009999,1.0428327,0.72753257,0.6033301,0.05219447,16.049255,2.2218146,21.73167,-2.9531817
5,24,13,0.21674722,0.024009999,1.0428327,0.5897704,0.6067465,0.053766936,16.421558,2.0862172,21.817032,-2.7262967
5,25,13,0.21296561,0.024009999,1.0486897,1.8920941,0.68035746,0.14086623,16.323576,3.692572,21.69419,-0.6340825
5,26,13,0.20662162,0.024009999,1.0486897,2.1186209,0.67549753,0.13777208,16.12141,4.0170407,21.836119,-0.43697503
5,27,13,0.21309322,0.024009999,1.0486897,1.868614,0.6845979,0.14951135,16.366753,3.7110038,22.058834,-0.18725277
5,28,13,0.22367017,0.024009999,1.0486897,1.7610172,0.68489707,0.15048154,16.760834,3.4693995,22.136194,-0.14903553
5,29,13,0.21332276,0.024009999,1.0556016,1.4314041,0.75261694,0.20709012,16.263388,3.047596,21.944784,0.9047041
5,30,13,0.20702705,0.024009999,1.0556016,1.7603958,0.74345297,0.203547,16.012274,3.4623463,21.912722,0.9370114
5,31,13,0.21678175,0.024009999,1.0556016,1.5875844,0.7589976,0.2151826,16.323368,3.2467053,22.222193,1.2442473
5,32,13,0.22668399,0.024009999,1.0556016,1.3545593,0.76134783,0.21461542,16.773932,2.9864361,22.323153,1.2649441
5,33,13,0.21786305,0.024009999,1.0618304,0.6442434,0.79856205,0.23454718,16.230646,0.47403586,22.088242,1.116923
5,34,13,0.20888808,0.024009999,1.0618304,0.44038892,0.80081314,0.23656976,15.845965,0.7265927,21.993877,1.1781669
5,35,13,0.2168239,0.024009999,1.0618304,0.63776934,0.8130683,0.24718218,15.991717,0.45262253,22.268425,1.3721228
5,36,13,0.22636585,0.024009999,1.0618304,0.82197183,0.8161768,0.24323542,16.413456,0.267926,22.47903,1.541306
5,37,13,0.21940513,0.024009999,1.0654198,1.7119575,0.77149695,0.21053798,16.131775,-1.0003194,22.214836,-0.4226139
5,38,13,0.20684996,0.024009999,1.0654198,1.4669236,0.76620483,0.20943123,15.572628,-0.7323257,22.118149,-0.33991712
5,39,13,0.2120688,0.024009999,1.0654198,1.6129957,0.7869133,0.22350027,15.7598,-0.904994,22.158382,0.03538991
5,40,13,0.21924445,0.024009999,1.0654198,1.9654875,0.7922698,0.22464833,15.96403,-1.3696375,21.77322,-0.11079545
5,41,13,0.20553593,0.024009999,1.0687816,1.2782081,0.74017143,0.18441722,15.525478,-0.5055792,21.300375,-2.291991
5,42,13,0.19191301,0.024009999,1.0687816,0.87814695,0.7334017,0.183993,14.905515,-0.05562815,21.16321,-2.4296021
5,43,13,0.19885199,0.024009999,1.0687816,0.9657012,0.74085987,0.19206122,15.131072,-0.16777085,21.143234,-2.3164952
5,44,13,0.20433882,0.024009999,1.0687816,1.1696825,0.7452058,0.19056424,15.38811,-0.38505062,21.130997,-2.437522
5,45,13,0.20112889,0.024009999,1.0725082,0.98747075,0.6940769,0.1587395,15.242227,2.3424568,21.35274,-3.5779316
5,46,13,0.19190782,0.024009999,1.0725082,1.3603302,0.6879802,0.15821283,14.720222,2.769025,21.331816,-3.2727838
5,47,13,0.19302276,0.024009999,1.0725082,1.2337639,0.7031183,0.16976921,14.767957,2.576894,21.15424,-2.8290486
5,48,13,0.19507262,0.024009999,1.0725082,1.0892205,0.70366275,0.16828844,14.912541,2.3557806,20.709759,-3.0214424
5,49,13,0.1822235,0.024009999,1.0779438,1.7011114,0.6687728,0.13796282,14.37908,3.1192546,20.108692,-2.994064
5,50,13,0.1720787,0.024009999,1.0779438,1.993402,0.6658605,0.13644587,13.829693,3.4434593,19.92424,-2.9979699
5,51,13,0.1756662,0.024009999,1.0779438,1.7131454,0.67399275,0.14791363,13.887974,3.0508668,19.732634,-2.7973297
5,52,13,0.18040912,0.024009999,1.0779438,1.4031755,0.6881825,0.14877117,14.026954,2.6188016,19.450434,-2.8250132
5,53,13,0.17032467,0.024009999,1.0848075,0.34671947,0.65910465,0.120284356,13.564494,1.1644936,19.024141,-2.300297
5,54,13,0.1615056,0.024009999,1.0848075,0.7416118,0.65470415,0.11862483,13.185503,1.6927962,18.667747,-2.2234192
5,55,13,0.16376173,0.024009999,1.0848075,0.63378567,0.67180973,0.13112256,13.243624,1.5201402,18.302809,-2.1768034
5,56,13,0.16878155,0.024009999,1.0848075,0.35061243,0.67385244,0.13038991,13.564367,1.155425,17.876328,-2.2105005
5,57,13,0.160366,0.024009999,1.0936344,1.1138928,0.6534288,0.106257044,13.166357,-0.7233014,17.20758,-0.58615744
5,58,13,0.15770441,0.024009999,1.0936344,0.9728115,0.6478956,0.106131315,13.091429,-0.5527843,16.964693,-0.65568495
5,59,13,0.15975153,0.024009999,1.0936344,1.0591365,0.6626947,0.12049728,13.180031,-0.6921035,16.708616,-0.32446998
5,60,13,0.16025527,0.024009999,1.0936344,1.2548658,0.6705902,0.11824446,13.234534,-0.9786056,16.302141,-0.32135025
5,61,13,0.1520005,0.024009999,1.10336,1.1174222,0.66854846,0.11872667,12.899088,-0.8078798,15.976265,0.85578287
5,62,13,0.14041974,0.024009999,1.10336,0.733513,0.6657247,0.11899922,12.340804,-0.34986547,15.7964525,1.0555673
5,63,13,0.14851713,0.024009999,1.10336,1.1154059,0.6723909,0.1290942,12.669023,-0.89355546,15.65661,1.0366186
5,64,13,0.15617733,0.024009999,1.10336,1.3722181,0.68249714,0.12913449,13.094194,-1.2349039,15.38173,1.0879991
5,65,13,0.14514579,0.024009999,1.1130797,0.46996605,0.65332836,0.11175038,12.74199,1.0578259,14.683981,1.161225
5,66,13,0.1435889,0.024009999,1.1130797,0.6922961,0.64926934,0.108558096,12.720588,1.3856994,14.677137,0.967312
5,67,13,0.14867726,0.024009999,1.1130797,0.64169055,0.64523804,0.11969439,12.923141,1.2909787,14.739791,1.0422486
5,68,13,0.15043652,0.024009999,1.1130797,0.45466343,0.65677524,0.11771519,13.057258,1.028382,14.466353,1.082749
5,69,13,0.14251265,0.024009999,1.1240171,1.1037453,0.60436094,0.07025608,12.72681,1.9193262,14.079786,0.14644507
5,70,13,0.13611746,0.024009999,1.1240171,1.4870594,0.6048814,0.070505336,12.348231,2.3553133,13.945377,0.47390717
5,71,13,0.14106914,0.024009999,1.1240171,1.218088,0.61662596,0.08064372,12.486388,1.9759132,14.253368,0.5297286
5,72,13,0.1508785,0.024009999,1.1240171,0.80579644,0.62558174,0.0816456,12.986747,1.509968,14.490375,0.40009347
5,73,13,0.14209601,0.024009999,1.1358829,0.13863486,0.5796442,0.021898067,12.695755,0.6182367,14.422745,-0.84352636
5,74,13,0.14120688,0.024009999,1.1358829,0.5098358,0.57295763,0.02032885,12.737118,1.2394403,14.626878,-0.8702818
5,75,13,0.14848581,0.024009999,1.1358829,0.30794388,0.5790088,0.030721944,12.955759,0.9307742,14.7656355,-0.78474873
5,76,13,0.15586324,0.024009999,1.1358829,0.17210133,0.59512174,0.034043457,13.267464,0.5050435,14.557384,-0.77561486
5,77,13,0.1404732,0.024009999,1.1475143,1.0576286,0.5770863,-0.015549737,12.439391,-0.8403456,14.046413,-1.48164
5,78,13,0.12718064,0.024009999,1.1475143,0.63677496,0.5690724,-0.016558152,11.73496,-0.35132068,14.139737,-1.4987861
5,79,13,0.13488816,0.024009999,1.1475143,0.823957,0.58419025,-0.0024148575,12.081697,-0.6131852,14.660784,-1.224202
5,80,13,0.15212856,0.024009999,1.1475143,1.2396154,0.5891162,-0.0016549524,12.936804,-1.0770533,14.952267,-1.4224087
